MAE,RMSE,R2,MedAE,Ablation_Mode
2.3522088289260865,3.5826307957936563,-0.44005966782569883,1.3093936443328857,top_k
2.5388947129249573,3.9251934449347616,-0.19521888494491577,1.454787015914917,static_only
2.436944806575775,3.751375214596737,-0.18475996255874633,1.3425633907318115,temporal_only
