Model,MAE,RMSE,R2,MedAE,Avg_Train_Time_Sec,Avg_Inf_Time_Per_Sample
Ridge Regression,2.5293552303293128,3.69499289877355,0.0023150943805962942,1.7394189043402046,0.023393869400024414,3.4974302564348495e-05
XGBoost,2.396815844539612,3.7389162086376913,-0.04926653806624295,1.3793333966643722,3.8692603588104246,0.0001305563109261649
Simple MLP,2.7040670188358504,3.9061292591603234,-0.18123879787918257,1.944257348186452,30.89246211051941,0.0001721007483346122
